"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1990",5.92,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1991",5.92,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1992",5.42,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1993",5.44,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1994",5.31,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1995",5.16,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1996",5.57,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1997",5.56,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1998",5.31,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","1999",4.92,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2000",5.15,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2001",5.26,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2002",4.96,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2003",5.33,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2004",5.31,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2005",5.07,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2006",5.6,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2007",5.93,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2008",6.15,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2009",5.93,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2010",6.74,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2011",6.69,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2012",6.62,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2013",6.85,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2014",7.05,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2015",6.55,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2016",6.76,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2017",6.39,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2018",7.07,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2019",8.09,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2020",8.57,
"PRT","AIREMISSION","CO2","KG_CO2USD","A","2021",9.64,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1990",2.98,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1991",3.32,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1992",1.45,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1993",1.52,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1994",1.73,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1995",1.8,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1996",1.92,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1997",2.04,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1998",2.2,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","1999",2.24,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2000",2.39,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2001",2.43,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2002",2.58,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2003",2.68,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2004",2.92,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2005",3.02,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2006",3.35,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2007",3.79,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2008",4.03,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2009",4.13,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2010",4.17,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2011",4.51,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2012",4.8,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2013",4.75,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2014",5.31,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2015",5.54,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2016",5.51,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2017",5.31,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2018",5.62,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2019",6.16,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2020",6.39,
"SVK","AIREMISSION","CO2","KG_CO2USD","A","2021",5.85,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1990",4.93,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1991",4.87,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1992",4.66,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1993",4.92,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1994",4.83,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1995",4.72,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1996",5.07,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1997",4.86,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1998",4.94,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","1999",4.74,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2000",4.73,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2001",4.89,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2002",4.73,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2003",4.78,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2004",4.68,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2005",4.64,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2006",4.96,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2007",4.94,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2008",5.43,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2009",5.86,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2010",6.17,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2011",6.05,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2012",5.97,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2013",6.52,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2014",6.7,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2015",6.54,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2016",7,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2017",6.74,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2018",7.08,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2019",7.71,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2020",8.18,
"ESP","AIREMISSION","CO2","KG_CO2USD","A","2021",7.97,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1990",5.41,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1991",5.25,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1992",4.95,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1993",4.87,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1994",4.89,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1995",5.12,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1996",4.74,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1997",5.42,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1998",5.56,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","1999",5.91,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2000",6.68,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2001",6.89,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2002",6.83,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2003",6.83,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2004",7.35,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2005",8.11,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2006",8.75,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2007",9.37,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2008",9.55,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2009",9.83,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2010",9.26,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2011",10.35,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2012",10.94,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2013",11.51,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2014",12.25,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2015",12.8,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2016",13.22,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2017",13.73,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2018",14.97,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2019",15.58,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2020",15.86,
"SWE","AIREMISSION","CO2","KG_CO2USD","A","2021",16.02,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1990",8.99,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1991",8.36,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1992",8.32,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1993",8.73,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1994",9.07,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1995",8.9,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1996",8.78,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1997",9.21,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1998",9.16,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","1999",9.25,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2000",9.83,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2001",9.66,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2002",10,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2003",9.69,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2004",9.88,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2005",10.04,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2006",10.54,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2007",11.47,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2008",11.4,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2009",11.48,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2010",11.46,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2011",12.85,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2012",12.54,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2013",12.46,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2014",14.03,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2015",14.46,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2016",14.56,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2017",15.14,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2018",16.09,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2019",16.32,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2020",17.09,
"CHE","AIREMISSION","CO2","KG_CO2USD","A","2021",17.98,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1990",5.23,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1991",5.16,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1992",5.28,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1993",5.46,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1994",5.25,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1995",5.12,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1996",4.95,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1997",5.09,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1998",5.25,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","1999",5.09,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2000",4.81,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2001",5,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2002",5.04,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2003",5.06,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2004",5.44,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2005",5.7,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2006",5.47,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2007",5.19,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2008",5.31,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2009",5.07,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2010",5.37,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2011",5.56,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2012",5.61,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2013",6.37,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2014",6.21,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2015",6.34,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2016",6.17,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2017",5.93,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2018",6.17,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2019",6.36,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2020",6.48,
"TUR","AIREMISSION","CO2","KG_CO2USD","A","2021",6.77,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1990",3.11,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1991",3.02,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1992",3.1,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1993",3.28,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1994",3.46,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1995",3.6,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1996",3.53,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1997",3.85,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1998",3.95,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","1999",4.09,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2000",4.19,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2001",4.16,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2002",4.35,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2003",4.38,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2004",4.49,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2005",4.62,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2006",4.71,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2007",4.93,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2008",5.06,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2009",5.34,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2010",5.27,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2011",5.79,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2012",5.59,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2013",5.87,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2014",6.63,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2015",7.04,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2016",7.56,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2017",8.07,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2018",8.35,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2019",8.84,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2020",8.82,
"GBR","AIREMISSION","CO2","KG_CO2USD","A","2021",8.61,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1990",2.04,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1991",2.06,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1992",2.1,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1993",2.1,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1994",2.16,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1995",2.19,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1996",2.21,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1997",2.2,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1998",2.27,
"USA","AIREMISSION","CO2","KG_CO2USD","A","1999",2.38,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2000",2.4,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2001",2.44,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2002",2.55,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2003",2.59,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2004",2.65,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2005",2.74,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2006",2.86,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2007",2.88,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2008",2.97,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2009",3.12,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2010",3.06,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2011",3.24,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2012",3.47,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2013",3.44,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2014",3.51,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2015",3.69,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2016",3.83,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2017",3.97,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2018",3.97,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2019",4.2,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2020",4.55,
"USA","AIREMISSION","CO2","KG_CO2USD","A","2021",4.58,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1990",2.71,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1991",2.75,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1992",2.8,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1993",2.81,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1994",2.86,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1995",2.9,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1996",2.9,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1997",2.92,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1998",2.99,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","1999",3.07,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2000",3.12,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2001",3.16,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2002",3.24,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2003",3.25,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2004",3.32,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2005",3.4,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2006",3.54,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2007",3.58,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2008",3.69,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2009",3.81,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2010",3.76,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2011",3.92,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2012",4.05,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2013",4.05,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2014",4.2,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2015",4.37,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2016",4.5,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2017",4.66,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2018",4.72,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2019",4.97,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2020",5.24,
"G7M","AIREMISSION","CO2","KG_CO2USD","A","2021",5.24,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1990",3.63,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1991",4.86,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1992",5.82,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1993",5.83,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1994",6.18,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1995",7.34,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1996",8.19,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1997",9.53,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1998",8.4,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","1999",5.7,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2000",5.78,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2001",5.98,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2002",5.38,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2003",5.57,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2004",5.6,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2005",6.19,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2006",6.61,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2007",7.04,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2008",7.7,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2009",7.83,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2010",7.79,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2011",7.58,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2012",9.13,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2013",8.81,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2014",7.93,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2015",8.74,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2016",9.4,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2017",8.2,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2018",8.54,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2019",9.41,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2020",10.88,
"ALB","AIREMISSION","CO2","KG_CO2USD","A","2021",9.85,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1990",4.52,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1991",4.18,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1992",4.24,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1993",4.02,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1994",4.14,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1995",4.24,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1996",4.45,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1997",4.41,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1998",4.51,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","1999",4.39,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2000",4.52,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2001",4.54,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2002",4.43,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2003",4.5,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2004",4.6,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2005",4.62,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2006",4.5,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2007",4.43,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2008",4.37,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2009",4.14,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2010",4.24,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2011",4.05,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2012",3.84,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2013",3.83,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2014",3.74,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2015",3.66,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2016",3.85,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2017",3.82,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2018",3.68,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2019",3.58,
"DZA","AIREMISSION","CO2","KG_CO2USD","A","2020",3.6,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1990",15.88,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1991",15.68,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1992",15.23,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1993",10.66,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1994",10.92,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1995",13.41,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1996",14.22,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1997",14.75,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1998",17.92,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","1999",14.42,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2000",15.21,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2001",14.59,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2002",15.17,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2003",12.17,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2004",12.36,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2005",17.85,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2006",14.83,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2007",14.46,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2008",13.13,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2009",11.28,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2010",11.48,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2011",11.19,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2012",11.21,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2013",10.03,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2014",9.71,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2015",9.51,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2016",10.31,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2017",11.91,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2018",11.42,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2019",10.31,
"AGO","AIREMISSION","CO2","KG_CO2USD","A","2020",12.16,
"ARG","AIREMISSION","CO2","KG_CO2USD","A","1990",4.77,
"ARG","AIREMISSION","CO2","KG_CO2USD","A","1991",4.38,
"ARG","AIREMISSION","CO2","KG_CO2USD","A","1992",4.67,
"ARG","AIREMISSION","CO2","KG_CO2USD","A","1993",4.87,
"ARG","AIREMISSION","CO2","KG_CO2USD","A","1994",5.13,
"ARG","AIREMISSION","CO2","KG_CO2USD","A","1995",5.4,
